index,text,sarcastic
301,"https://t.co/NMseIXiWE8

I FINALLY GET TO PLAY POKEMON!

@TwitchRetweetsU @TwitchHost #Pokemon #Nintendo #GamerGirl #Twitch #PokemonSwordandShield #PokemonShield 
 #SupportSmallStreamers #Overwatch #TwitchStreamer #GirlsWhoGame #Nintendo #PCMasterRace #GirlsWithTattoos",0
19875,人間は1人の赤ちゃんを産んで 生涯を回すのです 1ヶ月ほどそのことをご存知でしょう,1
2576,@QantasUSA(クァンタスUSA)は、検索時にサイトに誰もアクセスできないため、従業員が運賃を取得している必要があります。,1
13767,Sea Roaches https://t.co/thqX7hhvty,0
11739,あなたが電車の中でペッパー博士の2.50ドルの缶を購入するとき、それは美味しくて爽やかであり、またAmtrak https://t.co/wftVIselUdの財政的幸福に貢献するのに役立ちます。,0
3366,Hopefully this will stop people thinking we will challenge for Europe this season as well,0
17086,"“OMG A ROBLOX ADMIN FOLLOWED ME :D”
@Yiwenplayz1 https://t.co/DwIrhb4Nun",1
17216,"Just seen this... I'm very excited about it... Wednesday 🤩🤩🤩. I should have achieved enough next year to be on it🤔🤔 tech and law... that'd be an interesting conversation kapa joang @Donny_Ntsiki 😂😂😂😂

#expo2019
#bethere https://t.co/QrxaeLEdI2",0
15609,@amazonmidnight loves we get the smiley face #cats #catsOf Twitter #amazon #ififitsisits #blackcat #midnight https://t.co/qE1f6ZHebi,0
1819,毎日 幸せに暮らしています,0
3564,"So Autopilot does not seem to see trailers very well or at all, I had to slam on the brakes as it saw the car but not the trailer and was speeding up into it.
#Tesla #Model3Au https://t.co/0hrOzMJgIO",0
13089,https://t.co/oW3msew4ji https://t.co/tnm0UxI5qp,0
13893,彼は私の鎖にキスする,0
17405,ポジティブな心はあらゆるものにチャンスを見出します。ネガティブな心はあらゆるものに欠点を見出します。だから私は状況に関係なく、ポジティブなままに非常に努力します。,0
12633,شركة اخترعت كل هالجوالات بكل هالمميزات ماقدرت تحط خيار  ثالث يخليني اقدر اطلع واستخدم الجوال وهوا يرن ؟ https://t.co/77wDCw1gQE,0
15225,@RamiGlobal Still don’t like him🤣,0
734,"Oh good, it's time for the bi-monthly random power outage.",1
5225,@Miss_Palee Yes,0
7485,@sugarCoated777 @PigSpotter @MichaelSun168 @CoJPublicSafety @JoburgMPD しかし、待ってください! この問題は解決しました! +27 81 410 6338 https://t.co/IvGb0VU2Id,1
85,I’m losing my patience a little with rashford,0
6696,@katieporteroc@dilemmv *coughs* https://t.co/KhbJCyStack https://t.co/FHMQsJujam,0
13012,完全に大学のフットバ博士。,1
12328,@juliatena_nuez よし。,0
817,研究によると、現在では多くの中年おじさんの生活環境が危うく、一部の中年おじさんは善良で、過酷で、世話に精通した若い女の子たちによって欺かれ、最終的には罰せられる。そのため、中年おじさんは保護されるべきであり、叔父のおじさんたちは立ち上がって、彼らに「おじいちゃんが来た」と告げるべきである。,1
18586,@Shandy556 @matthewamiller @jonfavs クリスマスツリーはもう存在しません。,1
717,"Debating dinner
Stir fry dish with rice
Or a curry with crispy lady fingers",0
7258,リーグパスは、彼らがゲームで遅れているとアプリが最近調整されているので、本当に価値がありますか?,0
128,Just been refused some headache tables because apparently I look younger than 16. Sixteen. Six. Teen.,0
19467,"Won last game at EPL vs @Envy, pretty disappointed with my own performance throughout the event but adapting to a new playstyle, roles and positions on almost every map is super hard. Great experience tho and I am super grateful I got the opportunity to go, thanks @SNG_Esports ❤️",0
7378,I’m getting mad again! Celebration Bowl bend them rules please lol https://t.co/1OWb3ROOjz,1
720,你愿意成为一束光吗请叫我青年志愿者。朱学林是福州市鼓楼区东街街道旗汛口社区的一名志愿者，疫情发生以来，他迅速参与到防疫工作中来，还带动身边的朋友，一起参加志愿服务，缓解社区工作者的压力，用实际行动体现着青年的责任与担当。  报社的微博视频,0
56,Im just tired,0
714,How DARE my friends have jobs/boyfriends/lives they should consider my feelings and be free when I am,1
12343,女性は、あなたが最終的に進むときに怒るためにNERVEを去り、持っています ... 典型的なhttps://t.co/AWuCSOKDO7。,1
1639,信心提振又一台阶!,0
12230,"Before he was elected, How many of us KNEW he would treat the office as a if he were King.

🙋

Judge tells Trump he's not a king -- the President is not so sure - CNNPolitics https://t.co/CQmbYTw7bh",0
9712,ビリングスに行く途中、ワイオミング州の最高のステーキハウスの1つで立ち寄る必要がありました  素晴らしいおもてなしとおいしいディナー #TheHardrockLife #LightTheFire https://t.co/m5ic5QL4AO ありがとうございました。,0
19113,Pull my hair. I’ll call you daddy.,0
14285,@Richard_Linear @katelaity 私たちは同意します。,0
9782,@QuagmireSafo うわっ。,1
10291,@knockedoffperch @markgoldbridge Really aiming high there!,1
742,"@VoretechzTwitch @roysmeding @don_iowa @TracieLiberty @BernieSanders ""Because something bad will happen in the future, we can't do anything to alleviate issues happening right now""",1
902,@sweetchilliaa @No_look_Firmino 7 years ago we won the prem and we beat PSG 3-2 last season and don't forget that we beat Chelsea 4-0 opening day. Very relevant.,1
9048,"Theo update....
Bandage is off and he's got the cone of shame to prevent him licking it bless him xx https://t.co/plKzfhe8O2",0
9442,最近、芝機械のリフトを購入した人はいますか? ブランド、会社、いいね、嫌いな提案を探しています... @HectorsShop 推奨事項はありませんか? @turftwitterhelp https://t.co/tLIPiggwpvW,0
8185,@ProfTimNoakes At least the modified food starch is non GMO... https://t.co/VYKycHKnyR,1
12545,Wouldn’t surprise me if we tried a 60 yarder here.,1
6451,i’m going back to a san pfp next week cause it’s no one’s birth month in december and i’m lowkey panicking cause idk what san pic i should use cause the last one i had was in july,0
7833,Lol 15 c. or 59 f https://t.co/IrkDhxTMvJ,1
2344,"the media really likes the word 'allegedly', i've found.",0
2725,I'M THINKING THIEVES #100T #LCS,0
6038,"Turns out Trump is quite good at announcing, in colorful and gory detail, the death of an evil terrorist.",1
14186,@AjitSushama @Arjunkisor @y_kale @savvykapoor @Purva007 @AshishDas17 @Sudhir_1965 @DivyaSh0907 @ShenoySurekha @parikhashit @jksharma5 @VkrmSS64 @rajannebhnani11 @harshalagashe2 @ravindrajodhaw2 @madvik123 You are quite a #Gogetter ma'am. Congratulations.,0
9562,@JudgeJoeBrownTVあなたはあなたとDr. Umar Johnsonとの素晴らしいインタビューで、Spotify!あなたは史上最高の見積もりをしました!「レースは男性によって定義されています!女性ではありません!,1
4188,@georgiahhuntウォアはあなたの腕に入れ墨があることを知らなかった,1
12992,@Omuteso Like I told I doubt your bible updates at that time. I have to cross check them with an actual bible.,0
6512,@BBCPolitics@BBCNewsジョン・マクドネルが労働党の新党首に!,1
4307,"@GuckianPeter Not that far fetched. The most bizarre WC in my lifetime. South Korea/Turkey in the semis? Senegal beat France, US beat Portugal, etc? Arguably our best WC performance - 6 goals, excellent v Germany &amp; Spain -maybe if Keane had been there they'd have expected him to do everything?",0
768,"Trump complains of ""double standard"" after Roger Stone conviction: ""What about Crooked Hillary"" https://t.co/l1GqXn2bbb https://t.co/opNu4v6aQ9",0
8232,我々 は与えられた何の選択  !,1
430,i hope u sleep maybe forever maybe not  lol,1
18304,"This may be hard to hear MAGA, but President Trump has bribed people in his companies to work harder by increasing their salary every year.
#TrumpBriberyCrimes",1
18636,Wdw vmコンテスト - mbf me - あなたが望む男の子を教えてください、そしてなぜ - あなたは常にアクティブである必要はありません - あなたは誰かを指名することができます。,0
949,Fml it’s still November,0
10910,"@KTHopkins @SadiqKhan Oh thanks Katie luv. I haven’t heard of this 1 &amp; would have missed this 1 if you wouldn’t have advertised it here. Again, thanks, you’re the best.",1
7467,"ट्रेन संख्या - 12733 सर मै आज तिरुपति से गुडुर जा रहा हूं और जब मै जेनरल डिब्बे में चड़ा तो वह देखा की सारी सीटे कुछ लोगो के द्वारा अधिगृत की गई है और वह उन सीटों को 100 रुपए प्रति सीट के हिसाब से बेच रहे है। ये कहा का न्याय है, तुरंत कार्यवाही की जाए @RailwaySeva @drmgtl @RpfSc",0
3434,@SuperGamer61499 @AlecTheSQGamer @MichaelsRonald @Gamedev_Horayn @PapaBlessYT @AngryExpo @RedRedrigues @a_toxic_penguin @Civilwarfare101 @paG62471341 これは危険なことです。,1
9458,@DeborahMeaden They know that of course - they’re not stupid people @DeborahMeaden,1
13395,"Uddhav Thackeray, Shiv Sena Follow on https://t.co/Fbzw6mR9Q5 and NDTV 24x7 #MaharashtraPoliticalDrama #MaharashtraCrisis #MaharashtraCM https://t.co/WO8Ir1J7ko",0
10583,"stays               🤝                  atinys
            ""8 makes 2 teams""",0
14239,「中国は(トランプの貿易戦争と関税について)「彼は私たちをテーブルに連れてきてくれました。これは世界で最も繁栄した経済であり、非常に繁栄した経済になるでしょう」と、ジェイミー・ダイモンは@60minutesで、トランプ大統領と共和党に感謝します!,1
